Result,FSP,FSW,SSP,SSW,ACE,DBF,WNR,UFE,NPA,NPW,ST1,Opp.FSW,Opp.SSP,Opp.SSW,Opp.ACE,Opp.DBF,Opp.WNR,Opp.UFE,Opp.NPA,Opp.NPW,Gender,Surface,Big Points,CLUTCH%
1,63,73,37,31,8,2,42,39,27,23,6,71,37,31,7,1,69,67,30,19,Men,Clay,33,0.424242437
0,63,71,37,31,7,1,69,67,30,19,7,73,37,31,8,2,42,39,27,23,Men,Clay,33,0.575757563
1,63,81,37,41,13,6,92,55,45,31,6,87,40,38,10,2,57,46,53,37,Men,Clay,31,0.419354826
0,60,87,40,38,10,2,57,46,53,37,7,81,37,41,13,6,92,55,45,31,Men,Clay,31,0.580645144
1,69,39,31,16,1,0,20,25,8,6,6,27,35,15,0,1,14,39,16,8,Men,Clay,12,0.75
0,65,27,35,15,0,1,14,39,16,8,4,39,31,16,1,0,20,25,8,6,Men,Clay,12,0.25
1,61,31,39,14,2,3,25,18,15,12,6,16,37,12,0,3,17,32,21,13,Men,Clay,21,0.571428597
0,63,16,37,12,0,3,17,32,21,13,1,31,39,14,2,3,25,18,15,12,Men,Clay,21,0.428571433
1,74,71,26,23,2,2,38,42,31,13,4,48,45,28,4,3,48,48,24,17,Men,Clay,21,0.714285731
0,55,48,45,28,4,3,48,48,24,17,6,71,26,23,2,2,38,42,31,13,Men,Clay,21,0.285714298
1,75,46,25,10,2,0,26,22,23,15,7,39,33,14,0,3,25,34,30,15,Men,Clay,17,0.411764711
0,67,39,33,14,0,3,25,34,30,15,5,46,25,10,2,0,26,22,23,15,Men,Clay,17,0.588235319
0,59,22,41,9,2,2,9,28,7,4,2,25,53,22,1,3,26,18,15,13,Men,Clay,13,0.384615391
1,47,25,53,22,1,3,26,18,15,13,6,22,41,9,2,2,9,28,7,4,Men,Clay,13,0.615384638
1,75,40,25,11,5,0,31,17,16,13,6,30,40,12,3,4,23,40,30,16,Men,Clay,17,0.647058845
0,60,30,40,12,3,4,23,40,30,16,2,40,25,11,5,0,31,17,16,13,Men,Clay,17,0.352941185
1,64,41,36,22,11,0,46,25,27,22,6,48,40,21,4,5,19,34,17,2,Men,Clay,14,0.357142866
0,60,48,40,21,4,5,19,34,17,2,3,41,36,22,11,0,46,25,27,22,Men,Clay,14,0.642857134
1,60,35,40,23,3,1,24,21,22,17,6,37,42,17,6,3,31,56,16,7,Men,Clay,22,0.409090906
0,58,37,42,17,6,3,31,56,16,7,1,35,40,23,3,1,24,21,22,17,Men,Clay,22,0.590909064
0,67,76,33,30,5,2,54,75,50,32,4,73,36,35,6,3,61,44,26,15,Men,Clay,25,0.519999981
1,64,73,36,35,6,3,61,44,26,15,6,76,33,30,5,2,54,75,50,32,Men,Clay,25,0.479999989
1,70,43,30,11,5,2,35,25,17,13,6,31,38,8,1,5,22,35,14,10,Men,Clay,28,0.607142866
0,62,31,38,8,1,5,22,35,14,10,3,43,30,11,5,2,35,25,17,13,Men,Clay,28,0.392857134
0,62,18,38,5,0,3,8,8,3,1,2,25,32,8,4,0,25,19,5,3,Women,Clay,6,0.333333343
1,68,25,32,8,4,0,25,19,5,3,6,18,38,5,0,3,8,8,3,1,Women,Clay,6,0.666666687
1,57,23,43,17,3,1,37,21,20,16,6,28,34,6,1,2,13,21,8,4,Women,Clay,13,0.461538464
0,66,28,34,6,1,2,13,21,8,4,1,23,43,17,3,1,37,21,20,16,Women,Clay,13,0.538461566
1,76,30,24,5,1,0,25,13,5,4,6,35,24,6,0,3,20,25,20,14,Women,Clay,16,0.5
0,76,35,24,6,0,3,20,25,20,14,4,30,24,5,1,0,25,13,5,4,Women,Clay,16,0.5
0,59,16,41,8,2,6,21,38,4,2,4,27,37,9,0,3,24,29,8,5,Women,Clay,28,0.392857134
1,63,27,37,9,0,3,24,29,8,5,6,16,41,8,2,6,21,38,4,2,Women,Clay,28,0.607142866
0,57,18,43,13,0,3,15,27,5,3,2,22,35,10,0,2,9,16,4,1,Women,Clay,9,0.444444448
1,65,22,35,10,0,2,9,16,4,1,6,18,43,13,0,3,15,27,5,3,Women,Clay,9,0.555555582
1,74,27,26,11,0,0,38,15,21,14,7,28,28,9,0,5,21,17,9,5,Women,Clay,17,0.647058845
0,72,28,28,9,0,5,21,17,9,5,6,27,26,11,0,0,38,15,21,14,Women,Clay,17,0.352941185
1,66,23,34,8,6,2,29,10,9,5,6,11,31,6,1,1,7,13,6,2,Women,Clay,11,0.818181813
0,69,11,31,6,1,1,7,13,6,2,3,23,34,8,6,2,29,10,9,5,Women,Clay,11,0.181818187
1,60,24,40,11,1,2,14,20,6,4,6,12,45,7,1,3,16,35,2,0,Women,Clay,17,0.588235319
0,55,12,45,7,1,3,16,35,2,0,1,24,40,11,1,2,14,20,6,4,Women,Clay,17,0.411764711
0,79,15,21,3,0,1,8,20,7,4,0,19,41,12,1,0,21,18,10,7,Women,Clay,9,0.333333343
1,59,19,41,12,1,0,21,18,10,7,6,15,21,3,0,1,8,20,7,4,Women,Clay,9,0.666666687
1,58,27,42,13,3,1,31,21,17,14,6,22,28,5,0,0,18,16,7,4,Women,Clay,24,0.541666687
0,72,22,28,5,0,0,18,16,7,4,0,27,42,13,3,1,31,21,17,14,Women,Clay,24,0.458333343
0,60,41,40,20,9,4,27,22,7,5,6,49,31,13,7,7,46,25,17,11,Women,Clay,11,0.545454562
1,69,49,31,13,7,7,46,25,17,11,4,41,40,20,9,4,27,22,7,5,Women,Clay,11,0.454545468
1,78,40,22,7,4,1,27,21,15,10,6,38,32,17,1,2,26,32,23,14,Women,Clay,17,0.411764711
0,68,38,32,17,1,2,26,32,23,14,4,40,22,7,4,1,27,21,15,10,Women,Clay,17,0.588235319
1,60,50,40,24,7,5,38,50,14,5,7,53,33,19,4,1,35,43,17,11,Women,Clay,27,0.592592597
0,67,53,33,19,4,1,35,43,17,11,6,50,40,24,7,5,38,50,14,5,Women,Clay,27,0.407407403
1,62,40,38,16,6,4,17,42,4,3,7,39,41,22,1,8,34,66,12,9,Women,Clay,22,0.454545468
0,59,39,41,22,1,8,34,66,12,9,6,40,38,16,6,4,17,42,4,3,Women,Clay,22,0.545454562
1,54,28,46,14,2,3,13,15,5,5,6,24,47,8,1,11,23,30,8,3,Women,Clay,12,0.583333313
0,53,24,47,8,1,11,23,30,8,3,4,28,46,14,2,3,13,15,5,5,Women,Clay,12,0.416666657
1,69,35,31,13,5,6,29,32,11,4,6,27,44,12,1,7,33,32,15,11,Women,Clay,29,0.551724136
0,56,27,44,12,1,7,33,32,15,11,3,35,31,13,5,6,29,32,11,4,Women,Clay,29,0.448275864
0,74,21,26,6,2,1,20,16,11,9,1,31,30,6,4,1,21,13,10,8,Women,Clay,13,0.384615391
1,70,31,30,6,4,1,21,13,10,8,6,21,26,6,2,1,20,16,11,9,Women,Clay,13,0.615384638
0,69,18,31,7,2,1,13,24,11,5,2,28,17,5,1,1,19,13,7,5,Women,Clay,14,0.428571433
1,83,28,17,5,1,1,19,13,7,5,6,18,31,7,2,1,13,24,11,5,Women,Clay,14,0.571428597
0,74,26,26,6,0,3,19,28,9,6,3,23,44,15,0,2,17,15,6,4,Women,Clay,14,0.571428597
1,56,23,44,15,0,2,17,15,6,4,6,26,26,6,0,3,19,28,9,6,Women,Clay,14,0.428571433
1,70,28,30,11,0,3,16,19,9,7,7,19,40,8,0,9,20,45,8,4,Women,Clay,17,0.647058845
0,60,19,40,8,0,9,20,45,8,4,5,28,30,11,0,3,16,19,9,7,Women,Clay,17,0.352941185
0,41,21,59,17,1,7,20,26,28,14,6,31,55,23,5,9,34,28,28,21,Women,Clay,20,0.300000012
1,45,31,55,23,5,9,34,28,28,21,2,21,59,17,1,7,20,26,28,14,Women,Clay,20,0.699999988
0,57,23,43,12,1,4,18,26,19,11,0,26,43,14,4,5,29,20,8,5,Women,Clay,16,0.4375
1,57,26,43,14,4,5,29,20,8,5,6,23,43,12,1,4,18,26,19,11,Women,Clay,16,0.5625
0,60,18,40,9,0,3,6,27,11,3,2,23,35,9,3,1,27,16,14,12,Women,Clay,16,0.4375
1,65,23,35,9,3,1,27,16,14,12,6,18,40,9,0,3,6,27,11,3,Women,Clay,16,0.5625
1,62,54,38,25,4,12,40,45,19,12,7,42,38,16,1,9,57,42,13,9,Women,Clay,30,0.533333361
0,62,42,38,16,1,9,57,42,13,9,6,54,38,25,4,12,40,45,19,12,Women,Clay,30,0.466666669
0,69,15,31,4,0,1,6,24,8,5,0,19,49,12,2,4,24,14,5,3,Women,Clay,13,0.461538464
1,51,19,49,12,2,4,24,14,5,3,6,15,31,4,0,1,6,24,8,5,Women,Clay,13,0.538461566
1,53,32,47,23,4,2,26,29,11,11,7,31,43,18,5,7,38,45,21,11,Women,Clay,28,0.392857134
0,57,31,43,18,5,7,38,45,21,11,5,32,47,23,4,2,26,29,11,11,Women,Clay,28,0.607142866
1,64,41,36,16,4,4,21,24,12,9,6,44,33,17,4,2,38,24,18,9,Women,Clay,22,0.363636374
0,67,44,33,17,4,2,38,24,18,9,4,41,36,16,4,4,21,24,12,9,Women,Clay,22,0.636363626
0,58,22,42,11,1,2,13,46,8,3,6,32,30,8,2,3,17,33,2,0,Women,Clay,13,0.307692319
1,70,32,30,8,2,3,17,33,2,0,7,22,42,11,1,2,13,46,8,3,Women,Clay,13,0.692307711
0,53,24,47,12,4,6,16,37,14,7,0,30,36,14,0,5,23,22,11,10,Women,Clay,19,0.421052635
1,64,30,36,14,0,5,23,22,11,10,6,24,47,12,4,6,16,37,14,7,Women,Clay,19,0.578947365
0,60,30,40,18,5,2,17,32,19,12,3,25,51,21,3,4,35,30,19,13,Women,Clay,18,0.611111104
1,49,25,51,21,3,4,35,30,19,13,6,30,40,18,5,2,17,32,19,12,Women,Clay,18,0.388888896
1,54,24,46,14,0,2,32,25,24,17,6,12,53,14,1,2,8,14,11,4,Women,Clay,20,0.449999988
0,47,12,53,14,1,2,8,14,11,4,4,24,46,14,0,2,32,25,24,17,Women,Clay,20,0.550000012
1,71,31,29,7,0,3,26,37,16,13,6,18,43,7,0,0,12,21,1,1,Women,Clay,22,0.636363626
0,57,18,43,7,0,0,12,21,1,1,3,31,29,7,0,3,26,37,16,13,Women,Clay,22,0.363636374
0,52,11,48,2,0,7,7,26,6,3,1,18,15,3,0,0,14,15,7,3,Women,Clay,12,0.333333343
1,85,18,15,3,0,0,14,15,7,3,6,11,48,2,0,7,7,26,6,3,Women,Clay,12,0.666666687
0,65,17,35,9,0,1,16,31,8,4,2,22,42,16,3,2,16,13,1,0,Women,Clay,13,0.307692319
1,58,22,42,16,3,2,16,13,1,0,6,17,35,9,0,1,16,31,8,4,Women,Clay,13,0.692307711
1,77,32,23,7,0,0,24,17,3,3,6,22,22,5,2,1,15,23,9,3,Women,Clay,12,0.5
0,78,22,22,5,2,1,15,23,9,3,2,32,23,7,0,0,24,17,3,3,Women,Clay,12,0.5
1,52,27,48,15,4,3,37,30,19,13,6,29,30,10,1,0,7,14,4,4,Women,Clay,12,0.666666687
0,70,29,30,10,1,0,7,14,4,4,3,27,48,15,4,3,37,30,19,13,Women,Clay,12,0.333333343
0,74,34,26,9,1,5,25,26,6,4,6,31,37,17,0,2,41,22,20,19,Women,Clay,23,0.434782594
1,63,31,37,17,0,2,41,22,20,19,3,34,26,9,1,5,25,26,6,4,Women,Clay,23,0.565217376
0,59,24,41,11,4,3,13,26,2,1,3,26,42,15,5,1,21,18,10,9,Women,Clay,6,0.666666687
1,58,26,42,15,5,1,21,18,10,9,6,24,41,11,4,3,13,26,2,1,Women,Clay,6,0.333333343
1,66,29,34,8,5,1,25,19,8,6,6,16,38,9,0,2,10,11,12,7,Women,Clay,9,0.777777791
0,62,16,38,9,0,2,10,11,12,7,3,29,34,8,5,1,25,19,8,6,Women,Clay,9,0.222222224
0,58,37,42,16,12,3,29,50,9,5,6,40,48,21,4,6,21,36,5,3,Women,Clay,17,0.470588237
1,52,40,48,21,4,6,21,36,5,3,3,37,42,16,12,3,29,50,9,5,Women,Clay,17,0.529411793
0,62,30,38,17,1,6,23,39,27,24,1,37,46,24,3,3,27,36,14,6,Women,Clay,19,0.421052635
1,54,37,46,24,3,3,27,36,14,6,6,30,38,17,1,6,23,39,27,24,Women,Clay,19,0.578947365
0,54,16,46,13,0,5,9,23,4,1,5,29,32,9,0,7,26,36,9,6,Women,Clay,20,0.600000024
1,68,29,32,9,0,7,26,36,9,6,7,16,46,13,0,5,9,23,4,1,Women,Clay,20,0.400000006
1,75,46,25,9,3,4,16,18,12,7,7,29,45,19,1,2,29,37,10,5,Women,Clay,18,0.555555582
0,55,29,45,19,1,2,29,37,10,5,6,46,25,9,3,4,16,18,12,7,Women,Clay,18,0.444444448
0,54,22,46,14,10,4,39,56,15,6,6,41,24,13,0,2,13,18,6,5,Women,Clay,18,0.333333343
1,76,41,24,13,0,2,13,18,6,5,7,22,46,14,10,4,39,56,15,6,Women,Clay,18,0.666666687
1,68,48,32,16,0,4,28,40,23,13,7,38,35,13,0,6,58,66,47,30,Women,Clay,32,0.5
0,65,38,35,13,0,6,58,66,47,30,6,48,32,16,0,4,28,40,23,13,Women,Clay,32,0.5
1,67,28,33,5,2,4,30,30,3,3,7,17,43,8,1,5,7,24,5,1,Women,Clay,19,0.526315808
0,57,17,43,8,1,5,7,24,5,1,5,28,33,5,2,4,30,30,3,3,Women,Clay,19,0.473684222
1,68,27,32,11,1,1,27,17,10,7,6,21,37,7,1,3,12,13,4,2,Women,Clay,14,0.642857134
0,63,21,37,7,1,3,12,13,4,2,3,27,32,11,1,1,27,17,10,7,Women,Clay,14,0.357142866
1,67,17,33,9,1,0,13,8,11,9,6,15,44,7,1,4,17,24,10,2,Women,Clay,16,0.4375
0,56,15,44,7,1,4,17,24,10,2,1,17,33,9,1,0,13,8,11,9,Women,Clay,16,0.5625
0,57,30,43,16,1,0,37,35,20,13,6,31,46,20,2,1,19,14,7,5,Women,Clay,16,0.625
1,54,31,46,20,2,1,19,14,7,5,7,30,43,16,1,0,37,35,20,13,Women,Clay,16,0.375
1,78,52,22,9,0,3,25,32,6,5,7,52,30,10,2,3,31,39,13,7,Women,Clay,21,0.380952388
0,70,52,30,10,2,3,31,39,13,7,6,52,22,9,0,3,25,32,6,5,Women,Clay,21,0.619047642
0,67,35,33,7,2,3,26,32,17,8,3,30,39,19,2,2,40,24,28,16,Women,Clay,27,0.481481493
1,61,30,39,19,2,2,40,24,28,16,6,35,33,7,2,3,26,32,17,8,Women,Clay,27,0.518518507
1,65,23,35,8,5,3,12,15,4,4,6,15,44,8,3,2,12,44,0,0,Women,Clay,16,0.6875
0,56,15,44,8,3,2,12,44,0,0,1,23,35,8,5,3,12,15,4,4,Women,Clay,16,0.3125
1,54,15,46,15,3,2,31,18,11,5,6,25,30,11,1,1,20,20,11,6,Women,Clay,16,0.5625
0,70,25,30,11,1,1,20,20,11,6,4,15,46,15,3,2,31,18,11,5,Women,Clay,16,0.4375
0,54,12,46,6,0,6,5,22,8,3,0,19,27,6,2,0,14,13,9,8,Women,Clay,13,0.538461566
1,73,19,27,6,2,0,14,13,9,8,6,12,46,6,0,6,5,22,8,3,Women,Clay,13,0.461538464
0,71,23,29,6,3,2,13,16,7,3,3,31,20,5,1,0,28,20,7,7,Women,Clay,7,0.571428597
1,80,31,20,5,1,0,28,20,7,7,6,23,29,6,3,2,13,16,7,3,Women,Clay,7,0.428571433
1,76,27,24,8,3,1,11,10,1,1,6,18,44,5,4,6,25,39,6,1,Women,Clay,12,0.666666687
0,56,18,44,5,4,6,25,39,6,1,3,27,24,8,3,1,11,10,1,1,Women,Clay,12,0.333333343
0,66,16,34,5,5,2,20,29,21,7,3,20,40,12,0,2,10,10,6,6,Women,Clay,5,0.200000003
1,60,20,40,12,0,2,10,10,6,6,6,16,34,5,5,2,20,29,21,7,Women,Clay,5,0.800000012
1,55,30,45,18,3,3,38,30,26,16,4,34,31,17,1,1,31,19,15,10,Women,Clay,24,0.458333343
0,69,34,31,17,1,1,31,19,15,10,6,30,45,18,3,3,38,30,26,16,Women,Clay,24,0.541666687
1,69,25,31,8,0,4,17,17,5,4,6,11,38,3,0,4,4,25,0,0,Women,Clay,14,0.857142866
0,62,11,38,3,0,4,4,25,0,0,0,25,31,8,0,4,17,17,5,4,Women,Clay,14,0.142857149
1,54,31,46,22,3,4,36,45,21,13,4,46,28,11,2,5,32,38,14,9,Women,Clay,28,0.428571433
0,72,46,28,11,2,5,32,38,14,9,6,31,46,22,3,4,36,45,21,13,Women,Clay,28,0.571428597
0,63,42,37,12,3,10,31,54,19,9,7,40,35,21,3,3,22,37,19,12,Women,Clay,23,0.478260875
1,65,40,35,21,3,3,22,37,19,12,5,42,37,12,3,10,31,54,19,9,Women,Clay,23,0.521739125
0,82,15,18,4,0,1,18,21,8,5,2,22,36,8,0,1,25,11,14,12,Women,Clay,8,0.25
1,64,22,36,8,0,1,25,11,14,12,6,15,18,4,0,1,18,21,8,5,Women,Clay,8,0.75
0,59,24,41,13,0,1,17,22,12,10,3,29,40,13,4,2,19,21,6,3,Women,Clay,5,0.400000006
1,60,29,40,13,4,2,19,21,6,3,6,24,41,13,0,1,17,22,12,10,Women,Clay,5,0.600000024
1,73,21,27,7,8,1,27,14,1,1,6,11,42,6,0,3,4,22,0,0,Women,Clay,11,0.454545468
0,58,11,42,6,0,3,4,22,0,0,0,21,27,7,8,1,27,14,1,1,Women,Clay,11,0.545454562
0,57,17,43,10,0,2,8,18,1,1,2,19,48,11,1,4,23,23,9,8,Women,Clay,10,0.300000012
1,52,19,48,11,1,4,23,23,9,8,6,17,43,10,0,2,8,18,1,1,Women,Clay,10,0.699999988
0,65,12,35,7,1,2,18,31,9,7,3,26,27,7,0,0,20,14,5,3,Women,Clay,17,0.294117659
1,73,26,27,7,0,0,20,14,5,3,6,12,35,7,1,2,18,31,9,7,Women,Clay,17,0.70588237
0,82,17,18,6,0,0,7,11,10,5,1,26,25,5,1,0,29,17,11,7,Women,Clay,11,0.363636374
1,75,26,25,5,1,0,29,17,11,7,6,17,18,6,0,0,7,11,10,5,Women,Clay,11,0.636363626
0,56,31,44,16,2,3,17,31,11,8,2,25,52,21,2,5,38,38,11,6,Women,Clay,19,0.526315808
1,48,25,52,21,2,5,38,38,11,6,6,31,44,16,2,3,17,31,11,8,Women,Clay,19,0.473684222
0,55,27,45,16,6,4,25,22,15,7,4,40,25,6,0,4,26,22,17,14,Women,Clay,11,0.727272749
1,75,40,25,6,0,4,26,22,17,14,6,27,45,16,6,4,25,22,15,7,Women,Clay,11,0.272727281
1,60,16,40,11,3,1,10,12,6,2,6,13,46,8,0,7,12,29,15,9,Women,Clay,14,0.5
0,54,13,46,8,0,7,12,29,15,9,3,16,40,11,3,1,10,12,6,2,Women,Clay,14,0.5
0,70,28,30,7,0,2,10,14,7,5,5,22,43,15,1,1,30,25,13,10,Women,Clay,15,0.666666687
1,57,22,43,15,1,1,30,25,13,10,7,28,30,7,0,2,10,14,7,5,Women,Clay,15,0.333333343
1,53,20,47,13,4,4,30,26,11,9,6,22,27,5,0,3,9,18,4,4,Women,Clay,16,0.5
0,73,22,27,5,0,3,9,18,4,4,4,20,47,13,4,4,30,26,11,9,Women,Clay,16,0.5
0,66,22,34,7,1,3,16,23,3,2,4,24,37,7,1,6,26,26,18,14,Women,Clay,20,0.400000006
1,63,24,37,7,1,6,26,26,18,14,6,22,34,7,1,3,16,23,3,2,Women,Clay,20,0.600000024
1,74,24,26,10,2,1,22,18,11,9,6,13,47,10,0,2,10,30,10,7,Women,Clay,17,0.647058845
0,53,13,47,10,0,2,10,30,10,7,1,24,26,10,2,1,22,18,11,9,Women,Clay,17,0.352941185
1,62,34,38,20,1,7,39,39,47,28,6,33,47,13,1,5,33,40,41,27,Women,Clay,35,0.571428597
0,53,33,47,13,1,5,33,40,41,27,1,34,38,20,1,7,39,39,47,28,Women,Clay,35,0.428571433
1,62,34,38,14,0,5,15,24,28,16,7,32,43,14,2,5,42,44,25,13,Women,Clay,25,0.600000024
0,57,32,43,14,2,5,42,44,25,13,6,34,38,14,0,5,15,24,28,16,Women,Clay,25,0.400000006
0,61,6,39,4,0,0,9,5,2,2,3,9,25,1,1,0,7,4,6,5,Women,Clay,2,0.5
1,75,9,25,1,1,0,7,4,6,5,3,6,39,4,0,0,9,5,2,2,Women,Clay,2,0.5
1,71,20,29,5,4,2,16,15,4,0,6,13,42,9,0,1,15,9,6,4,Women,Clay,9,0.666666687
0,58,13,42,9,0,1,15,9,6,4,5,20,29,5,4,2,16,15,4,0,Women,Clay,9,0.333333343
1,64,27,36,14,1,3,17,26,8,3,6,26,26,7,0,3,18,38,11,9,Women,Clay,17,0.529411793
0,74,26,26,7,0,3,18,38,11,9,4,27,36,14,1,3,17,26,8,3,Women,Clay,17,0.470588237
0,63,34,37,17,3,5,20,34,9,2,7,35,46,18,3,3,32,37,5,5,Women,Clay,23,0.521739125
1,54,35,46,18,3,3,32,37,5,5,5,34,37,17,3,5,20,34,9,2,Women,Clay,23,0.478260875
0,64,11,36,5,0,2,14,26,11,4,1,28,13,3,0,0,22,7,11,9,Women,Clay,15,0.333333343
1,87,28,13,3,0,0,22,7,11,9,6,11,36,5,0,2,14,26,11,4,Women,Clay,15,0.666666687
1,68,26,32,8,2,3,32,33,11,8,6,17,26,5,0,1,6,17,4,1,Women,Clay,20,0.600000024
0,74,17,26,5,0,1,6,17,4,1,4,26,32,8,2,3,32,33,11,8,Women,Clay,20,0.400000006
0,67,38,33,14,2,1,37,38,14,11,6,41,37,14,1,2,32,31,14,10,Women,Clay,18,0.444444448
1,63,41,37,14,1,2,32,31,14,10,3,38,33,14,2,1,37,38,14,11,Women,Clay,18,0.555555582
1,52,26,48,21,1,2,15,21,3,1,6,31,39,11,4,4,17,38,3,1,Women,Clay,13,0.538461566
0,61,31,39,11,4,4,17,38,3,1,4,26,48,21,1,2,15,21,3,1,Women,Clay,13,0.461538464
0,73,17,27,4,0,3,11,18,3,1,2,20,45,10,0,1,18,10,2,2,Women,Clay,9,0.444444448
1,55,20,45,10,0,1,18,10,2,2,6,17,27,4,0,3,11,18,3,1,Women,Clay,9,0.555555582
0,72,36,28,10,1,5,22,42,8,5,6,42,28,14,0,3,35,41,19,15,Women,Clay,27,0.481481493
1,72,42,28,14,0,3,35,41,19,15,4,36,28,10,1,5,22,42,8,5,Women,Clay,27,0.518518507
1,60,24,40,15,1,1,33,32,24,16,6,20,33,9,0,1,6,15,6,5,Women,Clay,22,0.590909064
0,67,20,33,9,0,1,6,15,6,5,3,24,40,15,1,1,33,32,24,16,Women,Clay,22,0.409090906
1,65,23,35,11,2,1,14,5,7,5,6,17,27,5,1,0,23,28,19,9,Women,Clay,13,0.615384638
0,73,17,27,5,1,0,23,28,19,9,3,23,35,11,2,1,14,5,7,5,Women,Clay,13,0.384615391
0,70,12,30,3,1,2,13,28,7,4,2,24,38,11,1,1,13,18,5,5,Women,Clay,15,0.200000003
1,62,24,38,11,1,1,13,18,5,5,6,12,30,3,1,2,13,28,7,4,Women,Clay,15,0.800000012
1,61,23,39,12,1,5,32,31,16,13,7,22,35,10,0,2,11,23,5,2,Women,Clay,14,0.357142866
0,65,22,35,10,0,2,11,23,5,2,6,23,39,12,1,5,32,31,16,13,Women,Clay,14,0.642857134
0,66,32,34,11,4,3,22,32,17,8,6,36,21,7,1,1,30,30,13,9,Women,Clay,14,0.428571433
1,79,36,21,7,1,1,30,30,13,9,1,32,34,11,4,3,22,32,17,8,Women,Clay,14,0.571428597
0,70,29,30,10,1,3,13,18,7,5,6,34,32,8,3,1,33,32,5,2,Women,Clay,10,0.600000024
1,68,34,32,8,3,1,33,32,5,2,7,29,30,10,1,3,13,18,7,5,Women,Clay,10,0.400000006
0,60,36,40,11,4,4,40,37,35,20,4,35,44,18,1,1,19,15,26,20,Women,Clay,8,0.375
1,56,35,44,18,1,1,19,15,26,20,6,36,40,11,4,4,40,37,35,20,Women,Clay,8,0.625
0,50,33,50,22,5,5,37,40,20,11,5,29,46,20,5,2,29,19,15,9,Women,Clay,24,0.583333313
1,54,29,46,20,5,2,29,19,15,9,7,33,50,22,5,5,37,40,20,11,Women,Clay,24,0.416666657
0,63,12,37,9,1,2,7,19,3,3,1,27,46,14,1,1,20,22,5,3,Women,Clay,13,0.15384616
1,54,27,46,14,1,1,20,22,5,3,6,12,37,9,1,2,7,19,3,3,Women,Clay,13,0.846153855
1,69,23,31,9,6,1,27,9,5,3,6,16,47,9,2,3,14,14,5,3,Women,Clay,10,0.400000006
0,53,16,47,9,2,3,14,14,5,3,1,23,31,9,6,1,27,9,5,3,Women,Clay,10,0.600000024
0,81,23,19,3,0,1,8,24,4,4,1,22,43,13,3,8,25,34,7,4,Women,Clay,19,0.210526317
1,57,22,43,13,3,8,25,34,7,4,6,23,19,3,0,1,8,24,4,4,Women,Clay,19,0.789473712
0,64,37,36,15,4,6,31,44,14,11,4,58,22,11,2,2,30,33,12,9,Women,Clay,15,0.266666681
1,78,58,22,11,2,2,30,33,12,9,6,37,36,15,4,6,31,44,14,11,Women,Clay,15,0.733333349
1,73,39,27,13,4,5,16,24,20,12,3,35,30,16,2,2,28,39,25,20,Women,Clay,19,0.421052635
0,70,35,30,16,2,2,28,39,25,20,6,39,27,13,4,5,16,24,20,12,Women,Clay,19,0.578947365
0,63,24,37,10,2,3,21,33,17,10,1,24,49,12,4,5,13,18,5,3,Women,Clay,15,0.600000024
1,51,24,49,12,4,5,13,18,5,3,6,24,37,10,2,3,21,33,17,10,Women,Clay,15,0.400000006
0,65,28,35,10,3,3,28,32,10,7,6,40,31,11,0,10,41,31,32,23,Women,Clay,36,0.472222209
1,69,40,31,11,0,10,41,31,32,23,4,28,35,10,3,3,28,32,10,7,Women,Clay,36,0.527777791
0,62,14,38,8,1,5,9,19,15,5,2,17,47,15,0,3,32,14,10,7,Women,Clay,12,0.416666657
1,53,17,47,15,0,3,32,14,10,7,6,14,38,8,1,5,9,19,15,5,Women,Clay,12,0.583333313
0,52,30,48,19,0,2,25,38,25,18,6,27,43,20,2,1,30,28,22,17,Women,Clay,16,0.5
1,57,27,43,20,2,1,30,28,22,17,7,30,48,19,0,2,25,38,25,18,Women,Clay,16,0.5
1,71,34,29,12,2,2,38,21,19,13,4,32,45,8,3,8,18,28,3,0,Women,Clay,13,0.538461566
0,55,32,45,8,3,8,18,28,3,0,6,34,29,12,2,2,38,21,19,13,Women,Clay,13,0.461538464
0,46,15,54,7,1,3,25,34,15,8,0,34,11,2,1,0,14,7,8,5,Women,Clay,14,0.214285716
1,89,34,11,2,1,0,14,7,8,5,6,15,54,7,1,3,25,34,15,8,Women,Clay,14,0.785714269
0,59,24,41,12,1,2,21,31,12,7,4,39,28,8,3,1,21,29,9,7,Women,Clay,15,0.533333361
1,72,39,28,8,3,1,21,29,9,7,6,24,41,12,1,2,21,31,12,7,Women,Clay,15,0.466666669
0,70,18,30,7,1,1,11,20,17,13,3,32,27,8,5,3,23,21,3,2,Women,Clay,14,0.5
1,73,32,27,8,5,3,23,21,3,2,6,18,30,7,1,1,11,20,17,13,Women,Clay,14,0.5
1,61,26,39,16,1,0,10,17,16,9,6,24,38,12,1,2,24,48,18,14,Women,Clay,9,0.555555582
0,62,24,38,12,1,2,24,48,18,14,3,26,39,16,1,0,10,17,16,9,Women,Clay,9,0.444444448
0,81,54,19,6,1,4,46,45,20,14,4,47,35,19,2,3,24,24,4,3,Women,Clay,18,0.444444448
1,65,47,35,19,2,3,24,24,4,3,6,54,19,6,1,4,46,45,20,14,Women,Clay,18,0.555555582
0,69,31,31,10,1,5,21,21,5,4,4,29,33,11,7,5,24,24,10,8,Women,Clay,10,0.600000024
1,67,29,33,11,7,5,24,24,10,8,6,31,31,10,1,5,21,21,5,4,Women,Clay,10,0.400000006
